date,postId,source,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url,total_views,average_order,seen_by,visible
2019-05-05 03:20:00+00:00,10158897571939896,ABC.es,"Luis Navarro, director de Navarro Clínica, explica por qué siempre que se hace régimen hay un efecto rebote.",70.0,65.0,2.0,2.0,1.0,0.0,0.0,10.0,/story.php?story_fbid=10158897571939896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 03:50:00+00:00,10158897632799896,ABC.es,"El militar señala que el mensaje lo escribió su esposa durante un trifulca en Facebook con la denunciante, a quien también ellos demandan por injurias.",77.0,18.0,6.0,2.0,17.0,1.0,33.0,59.0,/story.php?story_fbid=10158897632799896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 04:05:00+00:00,10158897665929896,ABC.es,"La casa estaba ocupada por diez menores de origen magrebí. Tras conseguirlo aseguran sentirse más tranquilos, sin la intimidación a la que dicen les sometían",1360.0,1011.0,12.0,236.0,19.0,11.0,71.0,228.0,/story.php?story_fbid=10158897665929896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 04:20:00+00:00,10158897694804896,ABC.es,"La carga mental se origina por el peso de encargarse de planificar, coordinar, supervisar y tomar decisiones en relación con las tareas del hogar, según los psicólogos.",1585.0,1231.0,10.0,20.0,66.0,252.0,7.0,95.0,/story.php?story_fbid=10158897694804896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 04:35:00+00:00,10158897726839896,ABC.es,Todo cambió cuando Angela Farnan recibió una llamada telefónica a finales de 2017.,452.0,323.0,0.0,129.0,0.0,0.0,0.0,23.0,/story.php?story_fbid=10158897726839896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 04:50:00+00:00,10158897753384896,ABC.es,"Catedrales rurales con tanta historia como belleza, perfectas para organizar una visita",172.0,148.0,0.0,24.0,0.0,0.0,0.0,1.0,/story.php?story_fbid=10158897753384896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 05:01:07+00:00,10158897771314896,ABC.es,"🔴 #ÚLTIMAHORA La víctima mortal, identificada como Moshe Agadi, de 60 años, murió en el hospital a causa de las heridas por un cohete que cayó en la ciudad de Ashkelon.",214.0,48.0,6.0,9.0,9.0,59.0,83.0,81.0,/story.php?story_fbid=10158897771314896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 05:05:00+00:00,10158897777419896,ABC.es,"Recorrido por 20 ejemplos de vitrales construidos a partir del siglo XIII en catedrales, iglesias y monasterios.",678.0,567.0,0.0,102.0,9.0,0.0,0.0,7.0,/story.php?story_fbid=10158897777419896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 05:20:00+00:00,10158897803549896,ABC.es,El teniente Juan Haro López y sus hombres acabaron con la vida de Francisco Ríos González el 31 de agosto de 1907 tras una intensa cacería.,135.0,124.0,1.0,6.0,3.0,0.0,1.0,15.0,/story.php?story_fbid=10158897803549896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 05:50:00+00:00,10158897855374896,ABC.es,El desplome electoral cosechado por el PP en las generales del 28 de abril ha abierto un boquete de más de 20 millones de euros en las cuentas del partido y deja sin empleo público a más de 50 asistentes parlamentarios.,130.0,50.0,42.0,20.0,8.0,7.0,3.0,97.0,/story.php?story_fbid=10158897855374896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 06:05:01+00:00,10158897884439896,ABC.es,"Con el Liverpool en el horizonte, Valverde dio descanso a su equipo A para minimizar riesgos.",7.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,/story.php?story_fbid=10158897884439896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 06:06:35+00:00,10158897887529896,ABC.es, Casado y Feijóo reconocen errores y cierra filas para remontar el 26-M  ,82.0,54.0,21.0,3.0,1.0,0.0,3.0,36.0,/ABCes/photos/a.10150849142504896/10158897887529896,0.0,0.0,0.0,no
2019-05-05 06:20:00+00:00,10158897912024896,ABC.es,"Para convertir una acción saludable en un hábito es aconsejable focalizar la atención durante dos semanas en cambios pequeños, pero efectivos.",19.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,/story.php?story_fbid=10158897912024896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 06:35:00+00:00,10158897937604896,ABC.es,"El presidente del grupo parlamentario Vox, Francisco Serrano, pide más datos de otras contratas de la Junta.",395.0,198.0,16.0,20.0,56.0,2.0,103.0,68.0,/story.php?story_fbid=10158897937604896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 06:50:00+00:00,10158897966704896,ABC.es,Nuestro país tiene cuatro de las diez regiones de la UE con mayor tasa de paro.,237.0,109.0,4.0,0.0,6.0,44.0,74.0,63.0,/story.php?story_fbid=10158897966704896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 07:05:01+00:00,10158897990739896,ABC.es,"La directora general de Memoria Democrática de la Generalitat, Gemma Domènech, calificó de «presos políticos» a los miembros del Gobierno catalán en prisión preventiva.",143.0,90.0,21.0,2.0,2.0,1.0,27.0,56.0,/story.php?story_fbid=10158897990739896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 07:15:00+00:00,2736465113036010,eldiario.es,La fundación de la que bebe filosóficamente Vox se atrinchera en un edificio público de Oviedo y no reconoce la autoridad del Ayuntamiento que quiere desalojarla tras ocuparla 20 años sin pagar un euro.,1651.0,363.0,198.0,4.0,95.0,15.0,977.0,242.0,/story.php?story_fbid=2736465113036010&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 07:20:01+00:00,10158898017529896,ABC.es,Comienza la época de comuniciones y recordamos la opinión del juez Calatayud sobre esta celebración.,1917.0,1704.0,69.0,135.0,4.0,6.0,1.0,124.0,/story.php?story_fbid=10158898017529896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 07:20:25+00:00,10158898018409896,ABC.es,🔴 #ÚLTIMAHORA El cadáver presentaba signos de violencia y la víctima ya había presentado denuncias por violencia de género.,209.0,33.0,0.0,0.0,4.0,68.0,104.0,45.0,/story.php?story_fbid=10158898018409896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 07:35:00+00:00,10158898046989896,ABC.es,"Un joven de 21 años resultó herido grave esta madrugada tras recibir heridas de arma blanca. Ayer, otro joven sufrió el mismo destino. Unidades antidisturbios de la policía nacional intervinieron para restablecer el orden.",185.0,34.0,3.0,1.0,16.0,19.0,112.0,89.0,/story.php?story_fbid=10158898046989896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 07:45:00+00:00,2736503369698851,eldiario.es,"La decisión de la Junta Electoral deja a Carmena en una situación inédita: nunca un alcalde de la principal ciudad de España se ha presentado desde la ‘clandestinidad’, sin debates y sin espacio gratuito para la cartelería.",1904.0,412.0,52.0,21.0,160.0,227.0,1033.0,352.0,/story.php?story_fbid=2736503369698851&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 07:50:00+00:00,10158898090009896,ABC.es,"Soon Doong, en Vietnam, tiene unas dimensiones confirmadas de 9 km de largo, con una cavidad de 200 metros de alto y 175 metros de ancho. Sin embargo, los buceadores creen que su tamaño es aún mayor.",305.0,237.0,1.0,39.0,28.0,0.0,0.0,9.0,/story.php?story_fbid=10158898090009896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 08:05:00+00:00,10158897952039896,ABC.es,«Nunca dejas de ser madre». #Díadelamadre,308.0,224.0,0.0,77.0,1.0,6.0,0.0,12.0,/story.php?story_fbid=10158897952039896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 08:15:00+00:00,2736506479698540,eldiario.es,"Albert Rivera dice ahora que están ""hartos"" de ""hablar de Torra, de Puigdemont y de Bildu"": ""Mientras no dejemos de hablar de ellos no habrá tren en Extremadura"".",2332.0,268.0,1851.0,10.0,52.0,9.0,144.0,652.0,/story.php?story_fbid=2736506479698540&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 08:20:00+00:00,10158898148959896,ABC.es,Nuevo ataque de un perro a una persona. En este caso la víctima ha sido una niña de cinco años que ha perdido la oreja derecha tras el brutal suceso.,202.0,18.0,0.0,0.0,23.0,68.0,93.0,67.0,/story.php?story_fbid=10158898148959896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 08:35:00+00:00,10158898180559896,ABC.es,"En el día de la madre recordamos la gran labor de «Mamás en acción», la asociación que acompaña a niños que están solos en los hospitales.  #DíadelaMadre",1997.0,1519.0,1.0,407.0,2.0,68.0,0.0,34.0,/story.php?story_fbid=10158898180559896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 08:45:00+00:00,2736571673025354,eldiario.es,"Ante la receta por cantidades de los grandes almacenes para el Día de la Madre, proponemos varias ficciones que reflejaron formas muy distintas de maternidad.",233.0,201.0,0.0,32.0,0.0,0.0,0.0,9.0,/story.php?story_fbid=2736571673025354&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 08:50:01+00:00,10158898213094896,ABC.es,«La oposición no fracasó del todo: el régimen ha expuesto sus fisuras internas».,74.0,43.0,15.0,3.0,2.0,10.0,1.0,36.0,/story.php?story_fbid=10158898213094896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:05:01+00:00,10158898239884896,ABC.es,La pequeña lucha contra un neuroblastoma avanzado y tiene metástasis en los ganglios linfáticos y los huesos.,2154.0,134.0,4.0,4.0,107.0,492.0,1413.0,243.0,/story.php?story_fbid=10158898239884896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:15:00+00:00,2736633483019173,eldiario.es,"Unidas Podemos logró aguantar el envite en Galicia, Baleares y la Comunitat Valenciana mucho mejor que sus  exaliados y escisiones.",760.0,656.0,9.0,90.0,2.0,1.0,2.0,86.0,/story.php?story_fbid=2736633483019173&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 09:20:05+00:00,10158898265329896,ABC.es,"Permanece en la UCI de un hospital de Zaragoza, mientras la Guardia Civil trata de identificar al atacante.",190.0,13.0,0.0,0.0,7.0,82.0,88.0,18.0,/story.php?story_fbid=10158898265329896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:35:00+00:00,10158898298944896,ABC.es,"En el día de la madre recordamos esta imagen tan conmovedora. La emoción de una mujer enferma de cáncer de mama, que sufrió una mastectomía en uno de sus pechos, pero pudo dar de mamar a su bebé recién nacido por primera vez. #hemeroteca",1626.0,846.0,0.0,517.0,12.0,251.0,0.0,51.0,/story.php?story_fbid=10158898298944896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:45:01+00:00,2736648356351019,eldiario.es,Un sindicato alemán moviliza a los trabajadores de dos grandes empresas de multicines para lograr subidas de salarios aprovechando el estreno de la última película de Marvel.,129.0,103.0,1.0,21.0,4.0,0.0,0.0,8.0,/story.php?story_fbid=2736648356351019&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 09:50:00+00:00,10158898326329896,ABC.es,"El Eintracht admite que es «casi imposible» frenar el adiós del serbio, que desea ser madridista. El club blanco ofrece 55 millones y le piden 70.",4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,/story.php?story_fbid=10158898326329896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:53:33+00:00,10158898334394896,ABC.es,"🔴 #ÚLTIMAHORA Márquez gana en el Gran Premio de España. El de Honda, que es líder, se resarce del cero en Austin con un victoria contundente sobre Rins y Viñales.",38.0,33.0,0.0,5.0,0.0,0.0,0.0,1.0,/story.php?story_fbid=10158898334394896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:55:40+00:00,10158898338244896,ABC.es,🔴 #ÚLTIMAHORA Ha ordenado a los juzgados de lo Contencioso-Administrativo de Madrid que sean ellos los que resuelvan.,47.0,17.0,7.0,1.0,4.0,1.0,17.0,37.0,/story.php?story_fbid=10158898338244896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 09:59:15+00:00,10158898346939896,ABC.es,🔴 #ÚLTIMAHORA El equipo rojiblanco asegura el título en la última jornada con una victoria en el campo de la Real Sociedad (1-3).,409.0,365.0,0.0,43.0,0.0,0.0,1.0,20.0,/story.php?story_fbid=10158898346939896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 10:04:15+00:00,2736745609674627,eldiario.es,"ÚLTIMA HORA | El Supremo no ve impedimento en que Puigdemont, Comín y Ponsatí sean elegibles para presentarse a las europeas y devuelve a los juzgados los recursos para que lo decidan.",500.0,333.0,67.0,67.0,14.0,1.0,18.0,79.0,/story.php?story_fbid=2736745609674627&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 10:05:01+00:00,10158898362829896,ABC.es,El partido que lidera Santiago Abascal no consiguió ningún senador el 28-A.,335.0,126.0,73.0,30.0,5.0,18.0,83.0,191.0,/story.php?story_fbid=10158898362829896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 10:15:00+00:00,2736658209683367,eldiario.es,"En bicicleta, a pie, en metro, precarios repartiendo al ritmo que marca la app. Una ficción de Isaac Rosa sobre la “economía colaborativa”.",130.0,66.0,0.0,1.0,4.0,21.0,38.0,22.0,/story.php?story_fbid=2736658209683367&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 10:20:00+00:00,10158898403654896,ABC.es,"Tras vallar la zona, los operarios iniciarán la primera fase, prevista para antes de las elecciones municipales.",30.0,22.0,0.0,1.0,3.0,0.0,4.0,3.0,/story.php?story_fbid=10158898403654896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 10:35:00+00:00,10158898444229896,ABC.es,"«No tomaremos partido, pero defendemos nuestra lengua, nuestra historia. Somos un club catalanista, nuestras raíces son catalanas, el 96% de los socios son catalanes».",407.0,85.0,170.0,10.0,9.0,4.0,129.0,307.0,/story.php?story_fbid=10158898444229896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 10:45:00+00:00,2736659393016582,eldiario.es,"Los hombres de confianza de Abascal, Ortega Smith y Espinosa de los Monteros han conseguido escaño como diputados por Madrid. Así será el grupo parlamentario de Vox 👇",142.0,18.0,18.0,3.0,1.0,6.0,96.0,80.0,/story.php?story_fbid=2736659393016582&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 10:50:00+00:00,10158898483254896,ABC.es,La epidemia se expande sin control debido al conflicto interno que vive el país por el control de los recursos naturales,465.0,71.0,2.0,2.0,33.0,298.0,59.0,29.0,/story.php?story_fbid=10158898483254896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 11:20:00+00:00,10158898568154896,ABC.es,El cantante ha remodelado la casa que adquirió en 2018 para ponerla a la venta por una cifra mucho más alta.,8.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,/story.php?story_fbid=10158898568154896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 11:30:14+00:00,2736876459661542,eldiario.es,"Íñigo Errejón elige Bustarviejo, un pueblo de la sierra madrileña donde Podemos ha ganado en las elecciones generales, para presentar a sus candidatos.",449.0,335.0,40.0,24.0,5.0,1.0,44.0,128.0,/story.php?story_fbid=2736876459661542&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 11:35:00+00:00,10158898615019896,ABC.es,"De momento, once palestinos y dos israelíes han muerto en la escalada de violencia en Gaza.",89.0,14.0,2.0,0.0,2.0,49.0,22.0,20.0,/story.php?story_fbid=10158898615019896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 11:50:00+00:00,10158898654944896,ABC.es,El polvo que se acumula bajo la pantalla de los teléfonos inteligentes puede afectar a su funcionalidad.,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,/story.php?story_fbid=10158898654944896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 11:57:06+00:00,2736913892991132,eldiario.es,"✍️ OPINIÓN | ""La transición ecológica plantea un nuevo paradigma de progreso"", comenta José Luis Gallego.",70.0,65.0,0.0,5.0,0.0,0.0,0.0,5.0,/story.php?story_fbid=2736913892991132&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 12:05:00+00:00,10158898697749896,ABC.es,El líder opositor y presidente de la Asamblea Nacional venezolana ha dicho en una entrevista que la institución estudiaría esta opción en «en caso de ser necesaria».,341.0,216.0,14.0,74.0,3.0,2.0,32.0,121.0,/story.php?story_fbid=10158898697749896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 12:20:00+00:00,10158898739929896,ABC.es,El Grupo de Patología Musculoesquelética del Instituto de Investigaciones Sanitarias de Santiago (IDIS) ha identificado efectos prometedores frente a la artrosis en cuatro fármacos utilizados en la actualidad en el área de la neurología.,2217.0,1934.0,1.0,255.0,26.0,0.0,1.0,59.0,/story.php?story_fbid=10158898739929896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 12:30:00+00:00,2736943489654839,eldiario.es,"El militar que amenazó a una mujer con ""mandar a unos cuantos"" a violarla dice que fue su mujer quien vertió los comentarios.",845.0,119.0,29.0,3.0,79.0,23.0,593.0,263.0,/story.php?story_fbid=2736943489654839&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 12:35:01+00:00,10158898777414896,ABC.es,"«Al que les pese a algunos, la familia es un sistema jerárquico y la autoridad de los padres, necesaria. No hay que preguntarles todo por sistema. Lo primero es que esto no es una democracia y lo segundo, que el niño no sabe responder a según qué cosas».",745.0,679.0,0.0,64.0,0.0,0.0,2.0,18.0,/story.php?story_fbid=10158898777414896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 12:50:00+00:00,10158898817319896,ABC.es,"Las atenciones recibidas en la infancia implican diferencias en los genes de una zona del cerebro relacionada con las emociones y la memoria, según un estudio con ratones. #DíadelaMadre",365.0,292.0,1.0,53.0,19.0,0.0,0.0,8.0,/story.php?story_fbid=10158898817319896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 13:00:01+00:00,2736927996323055,eldiario.es,¿Qué es el azúcar de coco? Te lo cuentan en ConsumoClaro.,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,/story.php?story_fbid=2736927996323055&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 13:10:26+00:00,10158898872444896,ABC.es,🔴 #ÚLTIMAHORA El Real Madrid gana al Villarreal por 3-2.,33.0,29.0,2.0,1.0,1.0,0.0,0.0,6.0,/story.php?story_fbid=10158898872444896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 13:20:00+00:00,10158898895094896,ABC.es,"«Lo que ocurre es que educamos a nuestros hijos para Disney World y cuando llegan a la vida real se encuentran con The Walking Dead. Es terrible, pero tú le has enseñado que si quería esto lo tenía. Y de pronto la vida no funciona así».",2479.0,2152.0,120.0,170.0,15.0,21.0,1.0,56.0,/story.php?story_fbid=10158898895094896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 13:30:00+00:00,2736930776322777,eldiario.es,"""Si una gran estrella del deporte saliese del armario, vendería muchísimas camisetas"". Entrevistamos a David Lechón, activista LGTBI.",79.0,46.0,2.0,1.0,1.0,11.0,18.0,2.0,/story.php?story_fbid=2736930776322777&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 13:35:00+00:00,10158898925244896,ABC.es,A prisión tras intentar prender fuego a la casa de su exnovio en Jerez como venganza.,309.0,54.0,66.0,0.0,72.0,11.0,106.0,36.0,/story.php?story_fbid=10158898925244896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 13:50:00+00:00,10158898962104896,ABC.es,"En la sociedad actual, ser madre no es una tarea fácil, de ahí que el Día de la Madre sea crítico para revisar y actualizar el modelo de maternidad que viven muchas madres de hoy. #DíadelaMadre",52.0,50.0,0.0,1.0,0.0,1.0,0.0,17.0,/story.php?story_fbid=10158898962104896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:00:01+00:00,2736922352990286,eldiario.es,"El Teatro Albéniz fue inaugurado en 1945 y, tras más de una década de lucha, ha conseguido salvarse.",208.0,166.0,0.0,36.0,4.0,1.0,1.0,10.0,/story.php?story_fbid=2736922352990286&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 14:05:01+00:00,10158899044669896,ABC.es,En el ayuntamiento coruñés de Vilarmaior solo se podrá votar al PP.,103.0,50.0,26.0,14.0,3.0,1.0,9.0,25.0,/story.php?story_fbid=10158899044669896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:15:00+00:00,10158899067939896,ABC.es,"Varios personajes, que llevan un tiempo alejados de la serie de HBO, podrían retornar ahora para jugar un papel determinante los últimos capítulos",62.0,52.0,2.0,7.0,1.0,0.0,0.0,11.0,/story.php?story_fbid=10158899067939896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:20:00+00:00,10158899080709896,ABC.es,"Máximo exponente de la relación amor-odio entre John Ford y John Wayne, «más torpe que un hipopótamo», el clásico del wéstern cumple 80 años.",57.0,55.0,0.0,1.0,1.0,0.0,0.0,3.0,/story.php?story_fbid=10158899080709896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:30:00+00:00,2736955069653681,eldiario.es,"✍️ OPINIÓN | ""Hay periodistas y directores que solo serán decentes y contarán la verdad cuando dejen de cobrar la nómina de sus empresas"", comenta Pascual Serrano.",352.0,302.0,4.0,16.0,4.0,21.0,5.0,20.0,/story.php?story_fbid=2736955069653681&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 14:35:00+00:00,10158899117379896,ABC.es,El actor acude al plató de «Sálvame Deluxe» para hablar de su carrera profesional y de algunos de los episodios de su vida.,54.0,28.0,16.0,2.0,7.0,1.0,0.0,43.0,/story.php?story_fbid=10158899117379896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:45:00+00:00,10158899138849896,ABC.es,"🔴 #ÚLTIMAHORA El aparato, con 73 personas a bordo, había despegado minutos antes de Sheremétievo con destino a Murmansk, ciudad en el noroeste de Rusia",346.0,69.0,0.0,0.0,59.0,217.0,1.0,24.0,/story.php?story_fbid=10158899138849896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:50:00+00:00,10158899151974896,ABC.es,"Su hijo Anthony y varios de sus biógrafos acusan a Alain Delon (1935) de haber encerrado a su hijo mayor en una perrera, con varios de sus perros, para «endurecerlo».",75.0,21.0,5.0,2.0,27.0,3.0,17.0,24.0,/story.php?story_fbid=10158899151974896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 14:55:01+00:00,10158899162529896,ABC.es,"El sujeto ya había sido identificado como sospechoso en 2011 por Scotland Yard, pero su relación con el caso fue descartada porque su objetivo principal eran niños de sexo masculino",68.0,17.0,1.0,0.0,13.0,11.0,26.0,18.0,/story.php?story_fbid=10158899162529896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 15:00:01+00:00,2736969702985551,eldiario.es,Sin educación ni atención sanitaria: miles de niños nacidos en zonas controladas por el ISIS carecen de derechos básicos por no estar documentados.,108.0,15.0,1.0,1.0,0.0,58.0,33.0,10.0,/story.php?story_fbid=2736969702985551&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 15:05:00+00:00,10158899199904896,ABC.es,Psicólogos y docentes alertan de que la falta de respeto es un síntoma de pérdida de valores de una sociedad.,5486.0,4670.0,8.0,216.0,33.0,495.0,66.0,229.0,/story.php?story_fbid=10158899199904896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 15:20:01+00:00,10158899260854896,ABC.es,La actriz quiso decir adiós a uno de los personajes clave de la serie de HBO,31.0,23.0,0.0,3.0,1.0,4.0,0.0,1.0,/story.php?story_fbid=10158899260854896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 15:30:00+00:00,2736974009651787,eldiario.es,El objetivo de Rivera: ocupar el espacio de centro derecha que durante 30 años ha liderado el PP.,264.0,45.0,187.0,0.0,7.0,2.0,23.0,149.0,/story.php?story_fbid=2736974009651787&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 15:35:01+00:00,10158899307409896,ABC.es,"«Hemos parado la ola de extrema derecha que no se ha frenado en otros lugares de Europa, seguramente por tener viva la memoria», ha dicho este domingo la expresidenta de la Junta de Andalucía.",713.0,123.0,280.0,16.0,16.0,9.0,269.0,580.0,/story.php?story_fbid=10158899307409896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 15:50:00+00:00,10158899346819896,ABC.es,El acusado dio dos puñetazos a la víctima y le apretó el cuello hasta que la asfixió cuando fue sorprendido en pleno asalto.,275.0,36.0,0.0,0.0,1.0,32.0,206.0,62.0,/story.php?story_fbid=10158899346819896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 16:00:00+00:00,2736995916316263,eldiario.es,"""Tres características del neoliberalismo: reducir los impuestos a los ricos, crear un ambiente hostil para los sindicatos y oponerse a una cuantía digna para el salario mínimo"". Entrevistamos al economista Robert Pollin.",146.0,102.0,1.0,0.0,1.0,20.0,22.0,7.0,/story.php?story_fbid=2736995916316263&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 16:05:00+00:00,10158899383899896,ABC.es,"«Estamos aceptando un sistema en el que sólo hay extrema derecha, nada de extrema izquierda», la opinión de Antonio Burgos.",571.0,355.0,139.0,36.0,8.0,2.0,31.0,178.0,/story.php?story_fbid=10158899383899896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 16:30:00+00:00,2736999112982610,eldiario.es,"""¿A mí qué más me da que esté la placa? Si se hizo en tiempos de Franco, pues bien hecho estaba"".  El Ayuntamiento de Barcelona no puede retirar 23 placas franquistas por la negativa de los propietarios.",372.0,54.0,24.0,1.0,15.0,12.0,266.0,102.0,/story.php?story_fbid=2736999112982610&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 16:35:00+00:00,10158899454909896,ABC.es,"Se cumplen 74 años de la liberación de Mathausen. Francisco Boix, preso en el campo de concentración, logró esconder más de 20.000 fotografías que sirvieron para incriminar a los altos jerarcas nazis.",707.0,263.0,9.0,3.0,8.0,344.0,80.0,72.0,/story.php?story_fbid=10158899454909896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 16:50:00+00:00,10158899503044896,ABC.es,Victoria Federica elige Sevilla para estrenarse en solitario en su primer acto social bajo la mirada atenta de sus padres.,553.0,391.0,48.0,88.0,5.0,1.0,20.0,135.0,/story.php?story_fbid=10158899503044896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 17:00:00+00:00,2737008236315031,eldiario.es,"✍️ OPINIÓN | ""Un liberal no es otra cosa que un fascista con dinero"", comenta Montero Glez.",625.0,562.0,16.0,36.0,4.0,6.0,1.0,85.0,/story.php?story_fbid=2737008236315031&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 17:05:00+00:00,10158899544839896,ABC.es,Un edificio de la calle más céntrica de Zamora se ha convertido en escaparate de ideas antagónicas.,188.0,53.0,114.0,4.0,15.0,0.0,2.0,41.0,/story.php?story_fbid=10158899544839896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 17:20:01+00:00,10158899588784896,ABC.es,"«La larga noche», el episodio dirigido por Miguel Sapochnik («La batalla de los bastardos»), ha hecho que nos volvamos a preocupar por el Trono de Hierro.",14.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,/story.php?story_fbid=10158899588784896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 17:30:00+00:00,2737012742981247,eldiario.es,El coste de fabricación de los paneles solares peligra por el precio de la plata.,78.0,35.0,5.0,1.0,21.0,2.0,14.0,15.0,/story.php?story_fbid=2737012742981247&id=417471918268686,0.0,0.0,0.0,no
2019-05-05 17:35:01+00:00,10158899623484896,ABC.es,"El Supremo ha concluido que Puigdemont, Comín y Ponsatí, pese a «hallarse en rebeldía», pueden concurrir en las europeas, ya que no cumplen ninguno de los requisitos de inegilibilidad.",373.0,54.0,42.0,6.0,4.0,4.0,263.0,210.0,/story.php?story_fbid=10158899623484896&id=7377874895,0.0,0.0,0.0,no
2019-05-05 17:50:21+00:00,10158899665314896,ABC.es,"Si son muchos los momentos familiares en los que las pantallas captan la atención, vuestro problema se llama phubbing http://ver.abc.es/igjsa",8.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,/story.php?story_fbid=10158899665314896&id=7377874895,0.0,0.0,0.0,no
